trip_id,stop_id,stop_sequence
6, 748, 6
6, 2952, 7
6, 1770, 8
6, 1367, 9
6, 184, 10
6, 2397, 11
6, 340, 12
6, 2329, 13
6, 228, 14
6, 1480, 15
6, 2878, 16
6, 2394, 17
6, 1062, 18
6, 3049, 19
6, 2073, 20
6, 1339, 21
6, 1100, 22
6, 2407, 23
7, 91, 0
7, 2639, 1
7, 768, 2
7, 796, 3
7, 3049, 4
7, 1062, 5
7, 2109, 6
7, 2767, 7
7, 1460, 8
7, 979, 9
7, 1149, 10
7, 2297, 11
7, 2473, 12
7, 3309, 13
7, 890, 14
7, 1013, 15
7, 2594, 16
7, 270, 17
7, 1352, 18
7, 2163, 20
7, 2202, 21
7, 877, 22
7, 3183, 23
8, 838, 0
8, 547, 1
8, 156, 2
8, 2754, 4
8, 2429, 5
8, 1876, 6
8, 3167, 7
8, 3072, 8
8, 1220, 9
8, 2524, 10
8, 429, 11
8, 285, 12
8, 1730, 13
8, 528, 14
8, 1923, 15
8, 3343, 16
8, 722, 17
8, 2747, 18
8, 3216, 19
8, 121, 20
8, 2585, 22
8, 529, 23
8, 3100, 24
8, 2104, 25
8, 794, 26
8, 3350, 27
8, 530, 28
8, 2736, 29
8, 2197, 30
8, 1339, 31
8, 1100, 32
8, 2407, 33
8, 3467, 34
8, 1312, 35
8, 63, 36
8, 1892, 37
8, 2767, 38
8, 1460, 39
8, 979, 40
8, 1149, 41
8, 2297, 42
8, 2473, 43
8, 3309, 44
8, 890, 45
8, 1013, 46
8, 2594, 47
8, 270, 48
8, 1352, 49
8, 2163, 51
8, 2202, 52
8, 877, 53
8, 115, 54
9, 3478, 0
9, 2249, 1
9, 1924, 2
9, 1543, 3
9, 1269, 4
9, 1804, 5
9, 3259, 6
9, 1506, 7
9, 385, 8
9, 2396, 9
9, 1412, 10
9, 3229, 11
9, 218, 12
9, 673, 13
9, 1931, 14
9, 1810, 15
9, 2886, 16
9, 3040, 17
9, 518, 18
9, 1349, 19
9, 2887, 20
9, 2832, 21
9, 653, 22
9, 1980, 23
9, 800, 24
9, 861, 25
9, 3461, 26
9, 2002, 27
9, 3333, 28
9, 2499, 29
9, 736, 30
9, 1638, 31
9, 2189, 32
9, 1087, 33
9, 2736, 34
9, 2197, 35
9, 354, 36
9, 924, 37
9, 71, 38
9, 1139, 39
9, 1311, 40
9, 1872, 41
9, 2882, 42
9, 733, 43
9, 1758, 44
9, 457, 45
9, 1463, 46
9, 203, 47
9, 2529, 48
9, 2255, 49
9, 2709, 50
9, 2392, 51
9, 1118, 52
9, 2122, 53
9, 2303, 54
10, 2303, 0
10, 3585, 1
10, 3425, 2
10, 3227, 3
10, 949, 4
10, 953, 5
10, 3092, 6
10, 803, 7
10, 1416, 8
10, 2768, 9
10, 3034, 10
10, 2032, 11
10, 703, 12
10, 580, 13
10, 3156, 14
10, 2142, 15
10, 3451, 16
10, 341, 17
10, 2809, 18
10, 1653, 19
10, 2945, 20
10, 181, 21
10, 2771, 22
10, 453, 23
10, 3054, 24
10, 52, 25
10, 2035, 26
10, 1025, 27
10, 1610, 28
10, 3175, 29
10, 589, 30
10, 2051, 31
10, 1391, 32
10, 3233, 33
10, 2920, 34
10, 491, 35
10, 1998, 36
10, 3310, 37
10, 1240, 38
10, 2537, 39
10, 3595, 40
10, 1550, 41
10, 757, 42
10, 2735, 43
10, 186, 46
10, 1790, 47
10, 2916, 48
10, 2081, 49
10, 1226, 50
10, 431, 51
10, 35, 52
10, 2738, 53
10, 1729, 54
10, 3484, 55
11, 3478, 0
11, 2249, 1
11, 1924, 2
11, 1543, 3
11, 2527, 4
11, 1804, 5
11, 3259, 6
11, 1506, 7
11, 385, 8
11, 2396, 9
11, 3229, 11
11, 218, 12
11, 673, 13
11, 1931, 14
11, 1810, 15
11, 2886, 16
11, 3040, 17
11, 518, 18
11, 1349, 19
11, 2887, 20
11, 2832, 21
11, 653, 22
11, 1980, 23
11, 800, 24
11, 861, 25
11, 3461, 26
11, 2002, 27
11, 3333, 28
11, 2499, 29
11, 736, 30
11, 1638, 31
11, 2189, 32
11, 530, 33
11, 2869, 34
11, 1560, 35
11, 378, 36
11, 3452, 37
11, 2415, 38
11, 1139, 39
11, 1311, 40
11, 1488, 41
11, 2523, 42
11, 1683, 43
11, 2126, 44
12, 91, 0
12, 2639, 1
12, 2835, 2
12, 768, 3
12, 2414, 4
12, 2126, 5
13, 3426, 0
13, 3169, 1
13, 1339, 2
13, 1100, 3
13, 2407, 4
14, 3426, 0
14, 557, 1
14, 190, 2
14, 2787, 3
14, 3067, 4
14, 3156, 5
14, 2142, 6
14, 3451, 7
14, 2208, 8
14, 1085, 9
14, 925, 10
14, 2540, 11
14, 1774, 12
14, 246, 13
14, 2807, 14
14, 3563, 15
14, 1014, 16
14, 55, 17
14, 3237, 18
14, 2035, 19
14, 1025, 20
14, 1610, 21
14, 3175, 22
14, 589, 23
14, 2051, 24
14, 1391, 25
14, 3233, 26
14, 2920, 27
14, 491, 28
14, 1998, 29
14, 3310, 30
14, 1240, 31
14, 2537, 32
14, 3595, 33
14, 1550, 34
14, 757, 35
14, 2735, 36
14, 3215, 37
14, 186, 39
14, 1790, 40
14, 2916, 41
14, 2081, 42
14, 1226, 43
14, 431, 44
14, 35, 45
14, 2738, 46
14, 1729, 47
14, 3484, 48
15, 2087, 0
15, 3422, 1
15, 1225, 2
15, 2433, 3
15, 536, 4
15, 440, 5
15, 57, 6
15, 2604, 7
15, 3585, 8
15, 3425, 9
15, 1024, 10
15, 3227, 11
15, 949, 12
15, 583, 13
15, 2105, 14
15, 1309, 15
15, 3374, 16
15, 3088, 17
15, 404, 18
15, 3214, 19
15, 2373, 20
15, 2309, 21
15, 1978, 23
15, 3506, 24
15, 1646, 25
15, 328, 26
15, 1811, 27
16, 2087, 0
16, 3422, 1
16, 1225, 2
16, 2433, 3
16, 536, 4
16, 440, 5
16, 57, 6
16, 2604, 7
16, 3585, 8
16, 3425, 9
16, 1024, 10
16, 3227, 11
16, 949, 12
16, 3529, 13
16, 2105, 14
16, 1309, 15
16, 3374, 16
16, 3088, 17
16, 404, 18
16, 3214, 19
16, 2373, 20
16, 2309, 21
16, 1978, 23
16, 3506, 24
16, 1646, 25
16, 328, 26
16, 3546, 27
16, 155, 28
16, 3263, 29
16, 2675, 30
16, 3539, 31
16, 3137, 32
16, 1339, 33
16, 1100, 34
16, 2407, 35
17, 91, 0
17, 2639, 1
17, 2835, 2
17, 768, 3
17, 2997, 4
17, 1668, 5
17, 1597, 6
17, 170, 7
17, 2818, 8
17, 1811, 9
17, 2602, 10
17, 1350, 11
17, 1313, 12
17, 749, 13
17, 235, 14
17, 3435, 16
17, 1032, 17
17, 2444, 18
17, 2549, 19
17, 219, 20
17, 400, 21
17, 2709, 22
17, 2392, 23
17, 1118, 24
17, 2122, 25
17, 835, 26
17, 3500, 27
17, 2995, 28
17, 674, 29
17, 1388, 30
17, 1935, 31
17, 2652, 32
17, 1029, 33
17, 3197, 34
17, 3385, 35
18, 1811, 0
18, 2602, 1
18, 1350, 2
18, 1313, 3
18, 749, 4
18, 235, 5
18, 1620, 6
18, 3435, 7
18, 1032, 8
18, 2444, 9
18, 2549, 10
18, 219, 11
18, 1167, 12
18, 583, 13
18, 2709, 14
18, 2392, 15
18, 1118, 16
18, 2122, 17
18, 835, 18
18, 3500, 19
18, 2995, 20
18, 674, 21
18, 1388, 22
18, 1935, 23
18, 2652, 24
18, 1029, 25
18, 3197, 26
18, 3385, 27
19, 1019, 0
19, 2578, 1
19, 3546, 2
20, 2780, 0
20, 86, 1
20, 3421, 2
21, 1052, 0
21, 3238, 1
21, 2408, 2
21, 730, 4
21, 3265, 5
21, 1967, 6
21, 3260, 8
21, 814, 9
21, 3383, 10
21, 3033, 11
21, 2492, 12
21, 1864, 13
21, 3499, 14
21, 1153, 15
21, 1393, 16
21, 2130, 17
21, 2951, 18
21, 3548, 19
21, 1983, 20
21, 1140, 21
21, 2859, 22
21, 2275, 24
21, 2341, 25
21, 687, 28
21, 785, 29
21, 2522, 30
21, 360, 31
21, 1462, 32
21, 731, 33
21, 1837, 34
21, 3585, 35
21, 2122, 36
21, 3227, 37
21, 949, 38
21, 953, 39
21, 3092, 40
21, 803, 41
21, 1416, 42
21, 2768, 43
21, 1758, 44
21, 733, 45
21, 703, 46
21, 580, 47
21, 3156, 48
21, 2142, 49
21, 3451, 50
21, 502, 51
21, 341, 52
21, 2678, 53
21, 1653, 54
21, 2945, 55
21, 1504, 56
21, 3563, 57
21, 1437, 58
21, 883, 59
21, 1757, 60
21, 1009, 61
21, 2644, 62
21, 150, 63
21, 2242, 64
22, 2242, 0
22, 1451, 1
22, 2585, 2
22, 529, 3
22, 2644, 4
22, 1009, 5
22, 2104, 6
22, 794, 7
22, 3350, 8
22, 530, 9
22, 2736, 10
22, 2197, 11
22, 354, 12
22, 924, 13
22, 71, 14
22, 1139, 15
22, 1311, 16
22, 1872, 17
22, 2882, 18
22, 2032, 19
22, 1758, 20
22, 457, 21
22, 1463, 22
22, 203, 23
22, 2529, 24
22, 1684, 25
22, 2255, 26
22, 2709, 27
22, 2392, 28
22, 1118, 29
22, 2122, 30
22, 835, 31
22, 554, 32
22, 2855, 33
22, 2316, 34
22, 2269, 35
22, 2635, 36
22, 480, 37
22, 353, 38
22, 2368, 39
22, 1775, 40
22, 37, 41
22, 254, 42
22, 1280, 43
22, 2837, 44
22, 2225, 45
22, 2781, 46
22, 1555, 47
22, 2143, 48
22, 2977, 49
22, 3180, 50
22, 1342, 51
22, 2642, 52
22, 1256, 53
22, 1143, 54
22, 3456, 56
22, 1930, 57
22, 1090, 58
22, 3096, 59
22, 1857, 60
22, 3164, 61
22, 964, 62
22, 1842, 63
22, 2459, 64
23, 91, 0
23, 2639, 1
23, 2835, 2
23, 768, 3
23, 2945, 4
23, 1504, 5
23, 3563, 6
23, 1437, 7
23, 883, 8
23, 1757, 9
23, 3304, 10
23, 1054, 11
23, 2899, 12
23, 150, 13
23, 2242, 14
24, 2242, 0
24, 1451, 1
24, 2585, 2
24, 529, 3
24, 2644, 4
24, 1009, 5
24, 2104, 6
24, 794, 7
24, 3350, 8
24, 530, 9
24, 2736, 10
24, 2197, 11
24, 3169, 12
24, 1339, 13
24, 1100, 14
24, 2407, 15
25, 1366, 0
25, 3133, 1
25, 1185, 2
25, 1095, 3
25, 3415, 4
25, 471, 5
25, 648, 6
25, 2388, 7
25, 3131, 8
25, 212, 9
25, 2906, 10
25, 1258, 11
25, 783, 12
25, 1323, 13
25, 2423, 14
25, 1759, 15
25, 2549, 16
25, 219, 17
25, 1167, 18
25, 400, 19
25, 853, 20
25, 2098, 21
25, 622, 22
25, 2649, 23
25, 2739, 24
25, 1690, 25
25, 3481, 26
25, 2958, 27
25, 1989, 28
25, 3568, 29
25, 1272, 30
25, 2577, 31
25, 3196, 32
25, 144, 33
25, 1299, 34
25, 1451, 35
25, 1697, 36
25, 3400, 37
25, 2401, 38
25, 1551, 39
26, 1551, 0
26, 1442, 1
26, 1295, 2
26, 1899, 3
26, 3566, 4
26, 488, 5
26, 193, 6
26, 3262, 7
26, 1362, 8
26, 682, 9
26, 2416, 10
26, 1448, 11
26, 2353, 12
26, 701, 13
26, 2769, 14
26, 3529, 15
26, 2105, 16
26, 1309, 17
26, 3374, 18
26, 3052, 19
26, 1120, 20
26, 1877, 21
26, 3460, 22
26, 1835, 23
26, 598, 24
26, 3487, 25
26, 1385, 26
26, 2580, 27
26, 842, 28
26, 2930, 30
26, 609, 31
26, 3562, 32
26, 2228, 33
26, 766, 34
26, 497, 35
26, 2685, 36
27, 1366, 0
27, 2909, 1
27, 2616, 2
27, 2403, 3
27, 1075, 4
27, 831, 5
27, 1772, 6
27, 1072, 7
27, 3319, 8
27, 1182, 9
27, 2454, 10
27, 521, 11
27, 1173, 12
27, 2375, 13
27, 265, 14
27, 1338, 15
27, 2640, 16
27, 3129, 17
27, 3290, 18
27, 2096, 19
27, 929, 20
27, 677, 21
27, 1481, 22
27, 2359, 23
27, 1644, 24
27, 1986, 25
27, 3546, 26
27, 155, 27
27, 3263, 28
27, 2675, 29
27, 3539, 30
27, 2073, 31
27, 1339, 32
27, 1100, 33
27, 2407, 34
28, 91, 0
28, 2639, 1
28, 768, 2
28, 796, 3
28, 2997, 4
28, 1668, 5
28, 1597, 6
28, 170, 7
28, 2818, 8
28, 2780, 9
28, 1397, 10
28, 0, 11
28, 2664, 12
28, 2214, 13
28, 1763, 14
28, 983, 15
28, 279, 16
28, 676, 17
28, 675, 18
28, 2534, 19
28, 468, 20
28, 2856, 21
28, 1673, 22
28, 2824, 23
28, 737, 24
28, 1896, 25
28, 3390, 26
28, 317, 27
28, 248, 28
28, 247, 29
28, 2584, 30
28, 1364, 31
28, 694, 32
28, 2685, 33
29, 91, 0
29, 2639, 1
29, 768, 2
29, 2945, 3
29, 181, 4
29, 3563, 5
29, 1437, 6
29, 883, 7
29, 1757, 8
29, 3304, 9
29, 1054, 10
29, 150, 11
29, 3469, 12
29, 957, 13
30, 957, 0
30, 33, 1
30, 2585, 2
30, 529, 3
30, 1009, 4
30, 2104, 5
30, 794, 6
30, 3350, 7
30, 530, 8
30, 2736, 9
30, 2197, 10
30, 3169, 11
30, 1100, 12
30, 2407, 13
31, 91, 0
31, 2639, 1
31, 2835, 2
31, 768, 3
31, 2945, 4
31, 181, 5
31, 3563, 6
31, 1437, 7
31, 883, 8
31, 1757, 9
31, 3304, 10
31, 1054, 11
31, 150, 12
31, 3469, 13
31, 2206, 14
32, 1818, 0
32, 33, 1
32, 2585, 2
32, 529, 3
32, 1009, 4
32, 2104, 5
32, 794, 6
32, 3350, 7
32, 530, 8
32, 2736, 9
32, 2197, 10
32, 3169, 11
32, 1100, 12
32, 2407, 13
33, 2719, 0
33, 618, 1
33, 2058, 2
33, 2659, 3
33, 894, 4
33, 1830, 5
33, 3368, 6
33, 544, 7
33, 3508, 8
33, 559, 9
33, 3288, 10
33, 1955, 11
33, 2238, 12
33, 2075, 13
33, 658, 14
33, 2686, 15
33, 215, 16
33, 2494, 17
33, 280, 18
33, 2683, 19
33, 3256, 20
33, 657, 21
33, 3213, 22
33, 825, 23
33, 1514, 24
33, 665, 25
33, 973, 26
33, 2441, 27
33, 3544, 28
33, 1250, 29
33, 310, 30
33, 1721, 31
33, 2690, 32
33, 50, 33
33, 1441, 34
33, 289, 35
33, 3338, 36
33, 1033, 37
33, 2311, 38
33, 3150, 39
33, 1506, 40
33, 385, 41
33, 2396, 42
34, 1115, 0
34, 186, 1
34, 1790, 2
34, 2916, 3
34, 1305, 4
34, 746, 5
34, 2049, 6
34, 2615, 7
34, 1134, 8
34, 2089, 9
34, 3502, 10
34, 1310, 11
34, 2261, 12
34, 808, 13
34, 1813, 14
34, 3275, 15
34, 2251, 16
34, 220, 17
34, 2819, 18
34, 3134, 19
34, 2118, 20
34, 3424, 21
34, 1964, 22
34, 932, 23
34, 3519, 24
34, 2883, 25
34, 458, 26
34, 1698, 27
34, 2046, 28
34, 3574, 29
34, 716, 30
34, 1274, 31
34, 1107, 32
34, 1741, 33
34, 3186, 34
34, 1157, 35
34, 27, 36
34, 1428, 37
34, 2850, 38
34, 638, 39
34, 3008, 40
34, 816, 41
34, 1396, 42
35, 2719, 0
35, 618, 1
35, 2058, 2
35, 2659, 3
35, 894, 4
35, 1830, 5
35, 3368, 6
35, 689, 7
35, 544, 8
35, 3508, 9
35, 559, 10
35, 3288, 11
35, 1955, 12
35, 2238, 13
35, 2075, 14
35, 658, 15
35, 2686, 16
35, 215, 17
35, 2494, 18
35, 280, 19
35, 2683, 20
35, 3256, 21
35, 657, 22
35, 3213, 23
35, 825, 24
35, 1514, 25
35, 665, 26
35, 973, 27
35, 2441, 28
35, 1250, 29
35, 826, 30
35, 2040, 31
35, 975, 32
35, 1679, 33
35, 735, 34
35, 2887, 35
35, 2832, 36
35, 653, 37
35, 1980, 38
35, 2068, 39
35, 3469, 40
35, 2206, 41
36, 486, 0
36, 1451, 1
36, 2159, 2
36, 1391, 3
36, 3233, 4
36, 2920, 5
36, 491, 6
36, 159, 7
36, 3120, 8
36, 1687, 9
36, 1813, 11
36, 3275, 12
36, 2251, 13
36, 220, 14
36, 2819, 15
36, 3134, 16
36, 2118, 17
36, 3424, 18
36, 1964, 19
36, 932, 20
36, 3519, 21
36, 2883, 22
36, 458, 23
36, 2350, 24
36, 1698, 25
36, 2046, 26
36, 3574, 27
36, 716, 28
36, 1274, 29
36, 1107, 30
36, 1741, 31
36, 3186, 32
36, 1157, 33
36, 27, 34
36, 1428, 35
36, 2850, 36
36, 638, 37
36, 3008, 38
36, 816, 39
36, 1396, 40
37, 1506, 0
37, 385, 1
37, 2396, 2
37, 3229, 4
37, 218, 5
37, 673, 6
37, 1931, 7
37, 1810, 8
37, 2272, 9
37, 518, 10
37, 1349, 11
37, 2887, 12
37, 2832, 13
37, 653, 14
37, 1980, 15
37, 2068, 16
37, 3469, 17
37, 957, 18
38, 957, 0
38, 1451, 1
38, 2159, 2
38, 1391, 3
38, 3233, 4
38, 2920, 5
38, 491, 6
38, 1998, 7
38, 3310, 8
38, 1240, 9
38, 2537, 10
38, 3595, 11
38, 1550, 12
38, 757, 13
38, 2735, 14
38, 3215, 15
38, 186, 17
38, 1790, 18
38, 2916, 19
39, 650, 0
39, 2112, 1
39, 3126, 2
39, 2870, 3
39, 1563, 4
39, 2593, 5
39, 1942, 6
39, 2296, 7
39, 3308, 8
39, 1161, 9
39, 2566, 10
39, 3095, 11
39, 3229, 12
39, 218, 13
39, 673, 14
39, 1931, 15
39, 1810, 16
39, 2886, 17
39, 3040, 18
39, 518, 19
39, 1349, 20
39, 2887, 21
39, 2832, 22
39, 653, 23
39, 1980, 24
39, 2068, 25
39, 3469, 26
39, 957, 27
40, 650, 0
40, 2112, 1
40, 3126, 2
40, 2870, 3
40, 1563, 4
40, 2593, 5
40, 1942, 6
40, 2296, 7
40, 3308, 8
40, 1161, 9
40, 2566, 10
40, 3095, 11
40, 3229, 12
40, 218, 13
40, 673, 14
40, 1931, 15
40, 1810, 16
40, 2886, 17
40, 3040, 18
40, 518, 19
40, 1349, 20
40, 2887, 21
40, 2832, 22
40, 653, 23
40, 1980, 24
40, 2068, 25
40, 33, 26
40, 2585, 27
40, 529, 28
40, 2104, 29
40, 794, 30
40, 3350, 31
40, 530, 32
40, 2736, 33
40, 2197, 34
40, 3169, 35
40, 1100, 36
40, 2407, 37
41, 91, 0
41, 2639, 1
41, 768, 2
41, 2945, 3
41, 181, 4
41, 3563, 5
41, 1437, 6
41, 883, 7
41, 1757, 8
41, 3304, 9
41, 1054, 10
41, 150, 11
41, 2159, 12
41, 1391, 13
41, 3233, 14
41, 2920, 15
41, 491, 16
41, 1998, 17
41, 3310, 18
41, 1240, 19
41, 2537, 20
41, 3595, 21
41, 1550, 22
41, 757, 23
41, 2735, 24
41, 1696, 25
41, 2173, 26
41, 3473, 27
41, 2472, 28
41, 1012, 29
41, 443, 30
41, 1748, 31
41, 269, 32
41, 555, 33
41, 1382, 34
41, 819, 35
41, 3409, 36
42, 486, 0
42, 33, 1
42, 2159, 2
42, 1391, 3
42, 3233, 4
42, 2920, 5
42, 491, 6
42, 1998, 7
42, 3310, 8
42, 1240, 9
42, 2537, 10
42, 3595, 11
42, 1550, 12
42, 757, 13
42, 2735, 14
42, 1807, 15
42, 2173, 16
42, 3473, 17
42, 2472, 18
42, 1012, 19
42, 443, 20
42, 1748, 21
42, 269, 22
42, 555, 23
42, 1382, 24
42, 819, 25
42, 3409, 26
43, 2719, 0
43, 618, 1
43, 2058, 2
43, 2659, 3
43, 894, 4
43, 1830, 5
43, 3368, 6
43, 689, 7
43, 544, 8
43, 3508, 9
43, 559, 10
43, 3288, 11
43, 1955, 12
43, 3277, 13
43, 16, 14
43, 2315, 15
43, 2365, 16
43, 3322, 17
43, 1128, 18
43, 2551, 19
43, 1191, 20
43, 2934, 21
43, 725, 22
43, 1177, 23
43, 2568, 24
43, 151, 25
43, 1572, 26
43, 3462, 27
43, 870, 28
43, 68, 29
43, 3024, 30
43, 2178, 31
43, 3553, 32
43, 3046, 33
43, 1923, 35
43, 3343, 36
43, 762, 37
43, 2747, 38
43, 3216, 39
43, 121, 40
43, 3469, 41
43, 957, 42
44, 957, 0
44, 3469, 1
44, 1697, 2
44, 3400, 3
44, 2401, 4
44, 319, 5
44, 1734, 6
44, 2601, 7
44, 1760, 8
44, 1627, 9
44, 330, 10
44, 2347, 11
44, 3171, 12
44, 2157, 13
44, 2996, 14
44, 578, 15
44, 1982, 16
44, 3166, 17
44, 275, 18
44, 1694, 19
44, 346, 20
44, 789, 21
44, 2188, 22
44, 3153, 23
44, 970, 24
44, 474, 25
44, 1988, 26
44, 1512, 27
44, 1107, 28
44, 1741, 29
44, 3186, 30
44, 1157, 31
44, 27, 32
44, 1428, 33
44, 2850, 34
44, 638, 35
44, 3008, 36
44, 816, 37
44, 1396, 38
44, 3229, 1
44, 218, 2
44, 673, 3
44, 1931, 4
44, 1810, 5
44, 2886, 6
44, 3040, 7
44, 518, 8
44, 1349, 9
44, 2887, 10
44, 2832, 11
44, 653, 12
44, 1980, 13
44, 2068, 14
44, 33, 15
44, 2585, 16
44, 529, 17
44, 2104, 18
44, 794, 19
44, 3350, 20
44, 530, 21
44, 2736, 22
44, 2197, 23
44, 3169, 24
44, 1100, 25
44, 2407, 26
45, 91, 0
45, 2639, 1
45, 768, 2
45, 2945, 3
45, 181, 4
45, 3563, 5
45, 1437, 6
45, 883, 7
45, 1757, 8
45, 3304, 9
45, 1054, 10
45, 150, 11
45, 2159, 12
45, 1391, 13
45, 3233, 14
45, 2920, 15
45, 491, 16
45, 1998, 17
45, 3310, 18
45, 1240, 19
45, 2537, 20
45, 3595, 21
45, 1550, 22
45, 757, 23
45, 2735, 24
45, 1150, 25
45, 1115, 26
46, 1027, 0
46, 1926, 1
46, 3453, 2
46, 592, 3
46, 3596, 4
46, 2357, 5
46, 145, 6
46, 2530, 7
46, 320, 8
46, 1045, 9
46, 2360, 10
46, 2334, 11
46, 40, 12
46, 1331, 13
46, 2631, 14
46, 321, 15
46, 1590, 16
46, 1529, 17
46, 1236, 18
46, 790, 19
46, 1750, 20
46, 515, 21
46, 466, 22
46, 2217, 23
46, 2271, 25
46, 2327, 27
46, 358, 28
46, 1604, 29
46, 82, 30
46, 2999, 31
46, 584, 32
46, 1539, 33
46, 3359, 34
46, 3051, 35
46, 1202, 36
46, 1538, 37
46, 3556, 38
46, 2083, 39
46, 758, 40
46, 1927, 41
46, 2948, 42
46, 720, 43
46, 1243, 44
46, 1975, 45
46, 3268, 46
46, 3, 47
46, 1784, 48
46, 3071, 49
46, 2248, 50
46, 339, 51
46, 1732, 52
46, 3192, 53
46, 2722, 54
46, 477, 55
47, 1566, 0
47, 349, 1
47, 558, 2
47, 3395, 3
47, 2319, 4
47, 1691, 5
47, 688, 6
47, 2210, 7
47, 3075, 8
47, 548, 9
47, 200, 10
47, 3404, 11
47, 2921, 12
47, 1344, 13
47, 1540, 14
47, 2839, 15
47, 177, 16
47, 2833, 17
47, 2179, 18
47, 2720, 19
47, 1430, 20
47, 3565, 21
47, 2234, 22
47, 2250, 23
47, 126, 24
47, 179, 27
47, 1471, 28
47, 1580, 29
47, 3536, 30
47, 79, 31
47, 1239, 32
47, 2059, 33
47, 3420, 34
47, 772, 35
47, 2170, 36
47, 3583, 37
47, 952, 38
47, 2539, 39
47, 3357, 40
47, 1634, 41
47, 336, 42
47, 3094, 43
47, 1346, 44
47, 56, 45
47, 2376, 46
47, 3307, 47
47, 1131, 48
47, 1526, 49
47, 234, 50
47, 2583, 51
47, 1276, 52
47, 2274, 53
47, 293, 54
47, 277, 55
47, 2989, 56
47, 2435, 57
48, 1027, 0
48, 1926, 1
48, 3453, 2
48, 592, 3
48, 3596, 4
48, 2357, 5
48, 145, 6
48, 2530, 7
48, 320, 8
48, 1045, 9
48, 2360, 10
48, 2334, 11
48, 40, 12
48, 1331, 13
48, 2631, 14
48, 321, 15
48, 1590, 16
48, 1529, 17
48, 1236, 18
48, 2988, 19
48, 790, 20
48, 1750, 21
48, 515, 22
48, 466, 23
48, 2217, 24
